CNPJ_CIA;DENOM_SOCIAL;SIT
07.203.904/0001-63;UNITEXTIL - UNIAO INDUSTRIAL TEXTIL S/A;CANCELADA
06.027.566/0001-93;UNIVER CIDADE TRUST DE RECEBIVEIS SA;CANCELADA
01.109.184/0001-95;UNIVERSO ONLINE SA;CANCELADA
03.329.124/0001-03;UOL INC. S.A.;CANCELADA
34.591.574/0001-01;UP ENGENHARIA E URBANISMO S.A.;CANCELADA
02.162.616/0001-94;UPTICK PARTICIPACOES SA;ATIVO
10.571.175/0001-02;URBA DESENVOLVIMENTO URBANO S.A.;ATIVO
44.742.989/0001-84;USINA BARRA SA ACUCAR ALCOOL;CANCELADA
54.372.917/0001-46;USINA C PINTO SA ACUCAR ALCOOL;CANCELADA
61.125.753/0001-18;USINA DA BARRA SA ACUCAR ALCOL;CANCELADA
44.689.131/0001-01;USINA S BARBARA SA;CANCELADA
61.551.230/0001-33;USINA S OLIMPIA IND FER ACO SA;CANCELADA
15.101.298/0001-01;USINA SIDERURGICA DA BAHIA;CANCELADA
04.739.720/0001-24;USINA TERMELÉTRICA PAMPA SUL S.A.;ATIVO
26.643.756/0001-42;USINAGEM EDLYN PARTICIPAÇÕES S.A.;CANCELADA
60.894.730/0001-05;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;ATIVO
60.894.730/0001-05;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;ATIVO
17.157.850/0001-09;USINAS SIDERURGICAS DE MG SA;CANCELADA
12.394.991/0001-13;UTILIUM PARTICIPAÇÕES S.A.;CANCELADA
02.041.460/0001-93;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;ATIVO
92.761.618/0001-92;VACCHI SA IND COM;CANCELADA
19.443.985/0001-58;VALE FERTILIZANTES S.A.;CANCELADA
33.592.510/0001-54;VALE S.A.;ATIVO
33.592.510/0001-54;VALE S.A.;ATIVO
01.772.313/0001-20;VALETRON SA;CANCELADA
33.113.309/0001-47;VALID SOLUÇÕES S.A.;ATIVO
17.170.150/0001-46;VALLOUREC & MANNESMANN TUBES - V & M DOBRASIL;CANCELADA
61.076.055/0001-70;VALMET DO BRASIL S.A.;CANCELADA
23.373.000/0001-32;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;ATIVO
42.582.049/0001-40;VANGUARDA CIA SEGUROS GERAIS;CANCELADA
03.634.795/0001-88;VARIG PARTIC. EM SERVIÇOS COMPLEMENTARES;CANCELADA
03.634.777/0001-04;VARIG PARTICIPAÇÕES EM TRANSP AÉREOS S/A;CANCELADA
02.424.122/0001-30;VASCO DA GAMA LICENCIAMENTOS S/A;CANCELADA
00.095.147/0001-02;VBC ENERGIA SA;CANCELADA
01.832.326/0001-48;VEGA ENGENHARIA AMBIENTAL SA;CANCELADA
06.016.348/0001-53;VENTOS DO SUL ENERGIA S.A.;ATIVO
24.241.659/0001-06;VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S.A.;CANCELADA
42.274.597/0001-02;VEPLAN SA;CANCELADA
31.748.174/0001-60;VERO S.A.;ATIVO
01.327.874/0001-10;VERPAR CENTROS COMERCIAIS SA;CANCELADA
25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;CANCELADA
42.945.876/0001-50;VERT-10 CIA SECURITIZADORA DE CREDITOS FINANCEIROS;CANCELADA
42.937.550/0001-81;VERT-11 COMPANHIA SECURITIZADORA DE CR+DITOS FINANCEIROS;CANCELADA
42.938.083/0001-04;VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;CANCELADA
49.669.856/0001-43;VESTE SA ESTILO;ATIVO
44.067.725/0001-72;VIA BRASIL BR 163 CONCESSIONARIA DE RODOVIAS S.A.;ATIVO
10.670.314/0001-55;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;ATIVO
60.703.923/0001-31;VIACAO AEREA S PAULO SA VASP;CANCELADA
02.366.097/0001-86;VIANORTE S/A;CANCELADA
28.019.100/0001-89;VIAPAULISTA S.A.;ATIVO
10.635.691/0001-53;VIARONDON CONCESSIONÁRIA DE RODOVIA SA;ATIVO
34.274.233/0001-02;VIBRA ENERGIA S/A;CANCELADA
34.274.233/0001-02;VIBRA ENERGIA S/A;ATIVO
34.274.233/0001-02;VIBRA ENERGIA S/A;ATIVO
43.031.574/0001-30;VICUNHA SA;CANCELADA
43.031.574/0001-30;VICUNHA SA;CANCELADA
02.871.007/0001-04;VICUNHA SIDERURGIA SA;CANCELADA
07.332.190/0001-93;VICUNHA TEXTIL SA;CANCELADA
13.324.184/0001-97;VIGOR ALIMENTOS S.A.;CANCELADA
61.105.920/0001-69;VIGORELLI DO BRASIL SA IC;CANCELADA
07.190.283/0001-20;VILEJACK INDUSTRIAL S.A.;CANCELADA
02.456.029/0001-08;VILLAGE COUNTRY SA;CANCELADA
47.247.069/0001-88;VILLARES INDS BASE VIBASA;CANCELADA
47.287.784/0001-44;VILLARES MECANICA SA;CANCELADA
08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;ATIVO
02.105.040/0001-23;VIRGO II COMPANHIA DE SECURITIZACAO;CANCELADA
08.937.002/0001-13;VISION SECURITIZADORA S.A.;CANCELADA
20.512.706/0001-40;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;ATIVO
45.365.558/0001-09;VITTIA S.A.;ATIVO
33.839.910/0001-11;VIVARA PARTICIPAÇÕES S.A.;ATIVO
01.402.946/0001-47;VIVAX SA;CANCELADA
67.571.414/0001-41;VIVER INCORPORADORA E CONSTRUTORA S.A;ATIVO
02.558.074/0001-73;VIVO PARTICIPAÇÕES SA;CANCELADA
02.558.074/0001-73;VIVO PARTICIPAÇÕES SA;CANCELADA
32.681.371/0001-72;VIX LOGÍSTICA S/A;ATIVO
32.681.371/0001-72;VIX LOGÍSTICA S/A;ATIVO
10.935.054/0001-00;VOLNOR INDUSTRIA E COMERCIO SA;CANCELADA
12.499.618/0001-27;VOSTOK PARTICIPAÇÕES SA;CANCELADA
33.034.794/0001-63;VOTEC TAXI AEREO SA;CANCELADA
01.637.895/0001-32;VOTORANTIM CIMENTOS S.A.;ATIVO
01.386.256/0001-41;VOTORANTIM FINANCAS S/A;CANCELADA
41.570.356/0001-48;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;ATIVO
04.013.702/0001-60;VTA AMAZONIA ELETRON SA;CANCELADA
50.926.955/0001-42;VULCABRAS S.A.;ATIVO
33.066.952/0001-67;VULCAN MATERIAL PLASTICO SA;CANCELADA
09.813.204/0001-16;W2W E-COMMERCE DE VINHOS S.A.;ATIVO
80.217.680/0001-39;WAGNER SA;CANCELADA
84.429.695/0001-11;WEG SA;ATIVO
25.329.319/0001-96;WEMBLEY SOCIEDADE ANÔNIMA;CANCELADA
86.542.107/0001-87;WENTEX TEXTIL S.A;CANCELADA
56.992.183/0001-23;WES TON SA EQUIPS ELETRICOS;CANCELADA
42.586.313/0001-13;WESTINGHOUSE BRASIL SA;CANCELADA
33.039.322/0001-01;WESTINGHOUSE DO BRASIL SA;CANCELADA
14.776.142/0001-50;WESTWING COMÉRCIO VAREJISTA S.A.;ATIVO
84.683.788/0001-78;WETZEL FUNDICAO DE FERRO SA;CANCELADA
84.683.671/0001-94;WETZEL S.A.;ATIVO
59.105.999/0001-86;WHIRLPOOL S.A;ATIVO
79.313.086/0001-62;WIEST SA;CANCELADA
33.130.691/0001-05;WILSON SONS S.A.;ATIVO
42.278.473/0001-03;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;ATIVO
33.228.024/0001-51;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;ATIVO
01.319.044/0001-41;WTC AMAZONAS SUITE HOTEL S.A.;ATIVO
01.989.044/0001-59;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;ATIVO
16.838.421/0001-26;XP INVESTIMENTOS S/A;ATIVO
03.538.833/0001-07;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A;ATIVO
92.660.604/0001-82;YARA BRASIL FERTILIZANTES;CANCELADA
02.217.319/0001-07;YBYRA CAPITAL S.A;ATIVO
08.807.432/0001-10;YDUQS PARTICIPACOES S.A.;ATIVO
08.807.432/0001-10;YDUQS PARTICIPACOES S.A.;ATIVO
11.284.204/0001-18;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;ATIVO
09.267.996/0001-70;YUNY INCORPORADORA HOLDING S.A.;ATIVO
02.363.918/0001-20;ZAIN PARTICIPAÇÕES S/A;CANCELADA
13.574.594/0001-96;ZAMP S.A.;ATIVO
71.320.931/0001-15;ZANINI SA EQUIPS PESADOS;CANCELADA
24.744.012/0001-99;ZH OPERAÇÕES S/A;CANCELADA
92.749.217/0001-17;ZIVI SA CUTELARIA;CANCELADA
74.533.787/0001-93;ZOGBI LEASING S/A ARRENDAMENTO MERCANTIL;CANCELADA
